epoch,global_step,pe_gate_mode,ds_active_ratio,sd_active_ratio,ds_mean,sd_mean,ds_median,sd_median,ds_sum,sd_sum,teacher_gt_middle_ds_count,middle_ge_teacher_ds_count,teacher_gt_middle_sd_count,middle_ge_teacher_sd_count,pair_infonce_temperature,l_pe_ds,l_pe_sd,l_pe_lcrd,ds_z_advantage_median,sd_z_advantage_median,raw_vs_standardized_ds_sign_agreement,raw_vs_standardized_sd_sign_agreement,raw_vs_standardized_ds_correlation,raw_vs_standardized_sd_correlation
1,1,STANDARDIZED_RESIDUAL,1.0,1.0,4.547652244567871,5.132684707641602,4.61732292175293,4.7007904052734375,145.52487182617188,164.24591064453125,13,3,13,3,0.0703125,0.5562469363212585,0.5929540991783142,0.5746005177497864,4.61732292175293,4.7007904052734375,0.875,0.875,0.38158154487609863,0.6251924633979797
1,2,STANDARDIZED_RESIDUAL,1.0,1.0,4.528060436248779,4.865085601806641,4.449063777923584,5.011395454406738,144.89793395996094,155.6827392578125,15,1,15,1,0.0703125,0.5822310447692871,0.6744176149368286,0.6283243298530579,4.449063777923584,5.011395454406738,0.875,0.875,0.37002480030059814,0.7078733444213867
1,3,STANDARDIZED_RESIDUAL,1.0,1.0,4.804600238800049,5.521365165710449,4.602880001068115,5.345735549926758,153.74720764160156,176.68368530273438,15,1,15,1,0.0703125,0.5827406644821167,0.6507266759872437,0.6167336702346802,4.602880001068115,5.345735549926758,0.90625,0.90625,0.5065137147903442,0.5035492777824402
1,4,STANDARDIZED_RESIDUAL,1.0,1.0,4.803528785705566,5.361690998077393,4.58151912689209,5.051232814788818,153.71292114257812,171.57411193847656,15,1,15,1,0.0703125,0.5538690686225891,0.609809160232544,0.5818390846252441,4.58151912689209,5.051232814788818,0.90625,0.90625,0.18397025763988495,0.4585205614566803
1,5,STANDARDIZED_RESIDUAL,1.0,1.0,4.656207084655762,5.4655914306640625,4.671084403991699,5.425633907318115,148.99862670898438,174.89892578125,15,1,15,1,0.0703125,0.5505370497703552,0.6045556664466858,0.5775463581085205,4.671084403991699,5.425633907318115,0.875,0.875,0.5691686868667603,0.7916401624679565
1,6,STANDARDIZED_RESIDUAL,0.96875,1.0,4.764865398406982,5.469223976135254,4.873713493347168,5.186507225036621,152.47569274902344,175.01516723632812,16,0,16,0,0.0703125,0.5711367726325989,0.6346771717071533,0.6029069423675537,4.873713493347168,5.186507225036621,0.875,0.90625,-0.06659838557243347,0.6251713633537292
1,7,STANDARDIZED_RESIDUAL,1.0,1.0,4.488556861877441,5.621373176574707,4.2987775802612305,5.264244079589844,143.63381958007812,179.88394165039062,13,3,13,3,0.0703125,0.574558675289154,0.6069410443305969,0.5907498598098755,4.2987775802612305,5.264244079589844,0.8125,0.8125,-0.05177699401974678,0.3826492428779602
1,8,STANDARDIZED_RESIDUAL,1.0,1.0,5.382118225097656,5.438159942626953,5.165740966796875,5.446315765380859,172.227783203125,174.0211181640625,15,1,15,1,0.0703125,0.5709834098815918,0.6230962872505188,0.5970398187637329,5.165740966796875,5.446315765380859,0.84375,0.84375,0.45366910099983215,0.5326385498046875
1,9,STANDARDIZED_RESIDUAL,1.0,1.0,5.372933864593506,5.744778156280518,4.9241814613342285,5.669729232788086,171.9338836669922,183.83290100097656,15,1,15,1,0.0703125,0.5626090168952942,0.6145946383476257,0.58860182762146,4.9241814613342285,5.669729232788086,0.96875,0.96875,0.3361196517944336,0.6842995285987854
1,10,STANDARDIZED_RESIDUAL,1.0,1.0,4.886710166931152,5.336526870727539,4.350333213806152,5.068490982055664,156.37472534179688,170.76885986328125,14,2,14,2,0.0703125,0.6050693392753601,0.6518925428390503,0.6284809112548828,4.350333213806152,5.068490982055664,0.8125,0.8125,0.3547634780406952,0.41948941349983215
