epoch,global_step,pe_gate_mode,ds_active_ratio,sd_active_ratio,ds_mean,sd_mean,ds_median,sd_median,ds_sum,sd_sum,teacher_gt_middle_ds_count,middle_ge_teacher_ds_count,teacher_gt_middle_sd_count,middle_ge_teacher_sd_count,pair_infonce_temperature,l_pe_ds,l_pe_sd,l_pe_lcrd,ds_z_advantage_median,sd_z_advantage_median,raw_vs_standardized_ds_sign_agreement,raw_vs_standardized_sd_sign_agreement,raw_vs_standardized_ds_correlation,raw_vs_standardized_sd_correlation
1,11,STANDARDIZED_RESIDUAL,1.0,1.0,4.453432083129883,5.136368751525879,4.7218122482299805,4.580898284912109,142.50982666015625,164.36380004882812,16,0,16,0,0.0703125,0.49592599272727966,0.5696981549263,0.5328120589256287,4.7218122482299805,4.580898284912109,0.84375,0.84375,0.35149163007736206,0.6471181511878967
1,12,STANDARDIZED_RESIDUAL,1.0,1.0,5.075618267059326,5.8220319747924805,4.840103626251221,5.688704967498779,162.41978454589844,186.30502319335938,12,4,12,4,0.0703125,0.6599199175834656,0.7191396355628967,0.6895297765731812,4.840103626251221,5.688704967498779,0.71875,0.71875,0.35662293434143066,0.6745007634162903
1,13,STANDARDIZED_RESIDUAL,0.9375,1.0,4.675098419189453,5.00663948059082,4.672800064086914,4.747652053833008,149.6031494140625,160.21246337890625,15,1,15,1,0.0703125,0.5820741653442383,0.6396788358688354,0.6108765006065369,4.672800064086914,4.747652053833008,0.78125,0.84375,0.43435436487197876,0.625023365020752
1,14,STANDARDIZED_RESIDUAL,1.0,1.0,5.345123291015625,5.7422943115234375,5.331442832946777,5.548523902893066,171.0439453125,183.75341796875,16,0,16,0,0.0703125,0.5981397032737732,0.6973589062690735,0.6477493047714233,5.331442832946777,5.548523902893066,0.9375,0.9375,0.42270755767822266,0.6043514013290405
1,15,STANDARDIZED_RESIDUAL,1.0,1.0,5.396899700164795,5.768901824951172,5.314695358276367,5.600167274475098,172.70079040527344,184.6048583984375,13,3,13,3,0.0703125,0.6915259957313538,0.7180125713348389,0.7047692537307739,5.314695358276367,5.600167274475098,0.84375,0.84375,0.5703532695770264,0.7347155213356018
1,16,STANDARDIZED_RESIDUAL,1.0,1.0,5.704957008361816,5.543576240539551,5.5669732093811035,5.370966911315918,182.55862426757812,177.39443969726562,11,5,11,5,0.0703125,0.5827212929725647,0.6635473966598511,0.6231343746185303,5.5669732093811035,5.370966911315918,0.78125,0.78125,0.4941132366657257,0.5429441332817078
1,17,STANDARDIZED_RESIDUAL,1.0,1.0,5.246172904968262,6.177671432495117,5.008136749267578,5.806196212768555,167.87753295898438,197.68548583984375,13,3,13,3,0.0703125,0.5093767642974854,0.5645121932029724,0.5369445085525513,5.008136749267578,5.806196212768555,0.90625,0.90625,0.28378450870513916,0.6724544167518616
1,18,STANDARDIZED_RESIDUAL,1.0,1.0,5.15366268157959,5.767212390899658,5.048059463500977,5.573452949523926,164.91720581054688,184.55079650878906,13,3,13,3,0.0703125,0.6013195514678955,0.610112726688385,0.6057161092758179,5.048059463500977,5.573452949523926,0.84375,0.84375,0.35395535826683044,0.45090416073799133
1,19,STANDARDIZED_RESIDUAL,1.0,1.0,5.110824108123779,5.7931413650512695,4.9591875076293945,5.939469337463379,163.54637145996094,185.38052368164062,15,1,15,1,0.0703125,0.552444577217102,0.6022226214408875,0.5773335695266724,4.9591875076293945,5.939469337463379,0.84375,0.84375,0.6431052088737488,0.640567421913147
1,20,STANDARDIZED_RESIDUAL,1.0,1.0,4.805681228637695,5.275764465332031,4.389316082000732,5.144272804260254,153.78179931640625,168.824462890625,15,1,15,1,0.0703125,0.6142372488975525,0.6967582106590271,0.6554977297782898,4.389316082000732,5.144272804260254,0.875,0.875,0.5279072523117065,0.7936331033706665
1,21,STANDARDIZED_RESIDUAL,1.0,1.0,4.658268928527832,5.214599609375,4.461991310119629,4.6017045974731445,149.06460571289062,166.8671875,16,0,16,0,0.0703125,0.5304165482521057,0.5881180763244629,0.5592672824859619,4.461991310119629,4.6017045974731445,0.875,0.875,0.14917775988578796,0.544913113117218
1,22,STANDARDIZED_RESIDUAL,0.96875,1.0,4.847580909729004,5.106201171875,4.836055755615234,5.172822952270508,155.12258911132812,163.3984375,13,3,13,3,0.0703125,0.5919716358184814,0.6338112354278564,0.612891435623169,4.836055755615234,5.172822952270508,0.8125,0.84375,0.3796420097351074,0.4944795072078705
1,23,STANDARDIZED_RESIDUAL,1.0,1.0,5.192326545715332,5.743078231811523,5.413491249084473,5.243829727172852,166.15444946289062,183.77850341796875,13,3,13,3,0.0703125,0.5455819964408875,0.6032946109771729,0.5744383335113525,5.413491249084473,5.243829727172852,0.8125,0.8125,0.4469926357269287,0.7584003210067749
1,24,STANDARDIZED_RESIDUAL,1.0,1.0,4.8240251541137695,5.4354329109191895,4.661147594451904,5.157281398773193,154.36880493164062,173.93385314941406,15,1,15,1,0.0703125,0.5219857096672058,0.5928011536598206,0.5573934316635132,4.661147594451904,5.157281398773193,0.84375,0.84375,0.2882935106754303,0.7018318176269531
1,25,STANDARDIZED_RESIDUAL,1.0,1.0,5.134164810180664,5.729454040527344,5.248496055603027,5.681583404541016,164.29327392578125,183.342529296875,13,3,13,3,0.0703125,0.5174901485443115,0.5950868725776672,0.556288480758667,5.248496055603027,5.681583404541016,0.84375,0.84375,0.384132444858551,0.6701597571372986
1,26,STANDARDIZED_RESIDUAL,1.0,1.0,4.920385360717773,5.8859944343566895,4.7101054191589355,5.699477672576904,157.45233154296875,188.35182189941406,14,2,14,2,0.0703125,0.5510903000831604,0.6114969849586487,0.5812936425209045,4.7101054191589355,5.699477672576904,0.9375,0.9375,0.170365571975708,0.569078803062439
1,27,STANDARDIZED_RESIDUAL,1.0,1.0,4.680926322937012,5.683726787567139,4.499964714050293,5.496943473815918,149.78964233398438,181.87925720214844,12,4,12,4,0.0703125,0.5112007260322571,0.546912431716919,0.5290565490722656,4.499964714050293,5.496943473815918,0.84375,0.84375,-0.05630812793970108,0.6045514345169067
1,28,STANDARDIZED_RESIDUAL,1.0,1.0,5.341594696044922,5.744593143463135,5.216428279876709,5.677565574645996,170.9310302734375,183.8269805908203,15,1,15,1,0.0703125,0.5263380408287048,0.5703040957450867,0.5483210682868958,5.216428279876709,5.677565574645996,0.96875,0.96875,0.13530407845973969,0.5660176873207092
1,29,STANDARDIZED_RESIDUAL,1.0,1.0,5.824347496032715,6.183037757873535,5.830488204956055,6.170736789703369,186.37911987304688,197.85720825195312,14,2,14,2,0.0703125,0.5555524230003357,0.6314616799354553,0.5935070514678955,5.830488204956055,6.170736789703369,0.90625,0.90625,0.30731043219566345,0.5281537771224976
1,30,STANDARDIZED_RESIDUAL,1.0,1.0,5.532090187072754,5.706154823303223,5.390514850616455,5.561476707458496,177.02688598632812,182.59695434570312,14,2,14,2,0.0703125,0.5057881474494934,0.5629730224609375,0.5343805551528931,5.390514850616455,5.561476707458496,0.90625,0.90625,0.19079163670539856,0.3623209595680237
1,31,STANDARDIZED_RESIDUAL,1.0,1.0,5.094793796539307,5.718842506408691,5.226107120513916,5.374275207519531,163.0334014892578,183.00296020507812,15,1,15,1,0.0703125,0.5711774826049805,0.6468614935874939,0.6090195178985596,5.226107120513916,5.374275207519531,0.90625,0.90625,0.4466652274131775,0.7732117772102356
1,32,STANDARDIZED_RESIDUAL,1.0,1.0,4.937791347503662,5.194538116455078,4.835168361663818,5.019236087799072,158.0093231201172,166.2252197265625,13,3,13,3,0.0703125,0.5282546877861023,0.6092114448547363,0.5687330961227417,4.835168361663818,5.019236087799072,0.84375,0.84375,0.3363546133041382,0.5550463795661926
2,1183,STANDARDIZED_RESIDUAL,0.90625,0.90625,1.091188669204712,1.0962246656417847,0.9943027496337891,0.8327779769897461,34.91803741455078,35.07918930053711,14,2,14,2,0.06396484375,0.19759105145931244,0.21904927492141724,0.20832017064094543,0.9943027496337891,0.8327779769897461,0.84375,0.90625,0.16414757072925568,0.2380426824092865
3,2365,STANDARDIZED_RESIDUAL,0.53125,0.625,0.5228418111801147,0.5772668123245239,0.23316097259521484,0.2116069793701172,16.730937957763672,18.472537994384766,11,5,11,5,0.059326171875,0.16596311330795288,0.16954220831394196,0.16775265336036682,0.23316097259521484,0.2116069793701172,0.5625,0.65625,0.4688480496406555,0.18343935906887054
4,3547,STANDARDIZED_RESIDUAL,0.46875,0.59375,0.3786187171936035,0.4469955563545227,0.0,0.15454435348510742,12.115798950195312,14.303857803344727,16,0,16,0,0.0556640625,0.16683052480220795,0.1903812438249588,0.17860588431358337,-0.08864784240722656,0.15454435348510742,0.5,0.625,0.16424112021923065,0.39286571741104126
5,4729,STANDARDIZED_RESIDUAL,0.46875,0.53125,0.4163192808628082,0.261533260345459,0.0,0.0504145622253418,13.322216987609863,8.369064331054688,12,4,12,4,0.052978515625,0.14952494204044342,0.17519007623195648,0.16235750913619995,-0.17312955856323242,0.0504145622253418,0.5,0.5625,0.4223400950431824,0.32971492409706116
6,5911,STANDARDIZED_RESIDUAL,0.6875,0.6875,0.5218262672424316,0.5525657534599304,0.3417673110961914,0.13978910446166992,16.698440551757812,17.682104110717773,13,3,13,3,0.05126953125,0.13798752427101135,0.16317550837993622,0.1505815088748932,0.3417673110961914,0.13978910446166992,0.71875,0.71875,0.3706490099430084,0.4906557500362396
7,7093,STANDARDIZED_RESIDUAL,0.34375,0.375,0.24274520576000214,0.16625995934009552,0.0,0.0,7.767846584320068,5.320318698883057,12,4,12,4,0.0498046875,0.14304615557193756,0.15820437669754028,0.15062525868415833,-0.2946910858154297,-0.36554622650146484,0.4375,0.53125,0.3388647735118866,0.3383442163467407
8,8275,STANDARDIZED_RESIDUAL,0.34375,0.4375,0.21955446898937225,0.20439311861991882,0.0,0.0,7.025743007659912,6.540579795837402,9,7,9,7,0.049072265625,0.1393103003501892,0.1444147229194641,0.14186251163482666,-0.19786834716796875,-0.11458778381347656,0.65625,0.5625,0.4807993471622467,0.27191436290740967
9,9457,STANDARDIZED_RESIDUAL,0.28125,0.3125,0.16210836172103882,0.22201484441757202,0.0,0.0,5.187467575073242,7.104475021362305,14,2,14,2,0.048095703125,0.12068595737218857,0.133828267455101,0.1272571086883545,-0.19379663467407227,-0.3200840950012207,0.34375,0.4375,0.03954268991947174,0.16100016236305237
10,10639,STANDARDIZED_RESIDUAL,0.46875,0.53125,0.3225666284561157,0.43228626251220703,0.0,0.08329296112060547,10.322132110595703,13.833160400390625,9,7,9,7,0.048095703125,0.15182623267173767,0.1590481698513031,0.15543720126152039,-0.16887950897216797,0.08329296112060547,0.6875,0.625,0.4119568169116974,0.38582390546798706
