epoch,global_step,l_ds,l_sd,l_lcrd,weighted_lcrd,total_loss,finite_ratio
1,1,0.5562469363212585,0.5929540991783142,0.5746005177497864,0.4709217846393585,3.808403253555298,1.0
1,2,0.5822310447692871,0.6744176149368286,0.6283243298530579,0.5149518847465515,3.465763568878174,1.0
1,3,0.5827406644821167,0.6507266759872437,0.6167336702346802,0.505452573299408,4.000262260437012,1.0
1,4,0.5538690686225891,0.609809160232544,0.5818390846252441,0.47685426473617554,3.6499075889587402,1.0
1,5,0.5505370497703552,0.6045556664466858,0.5775463581085205,0.4733361005783081,3.376997470855713,1.0
1,6,0.5711367726325989,0.6346771717071533,0.6029069423675537,0.494120717048645,4.124385833740234,1.0
1,7,0.574558675289154,0.6069410443305969,0.5907498598098755,0.4841572046279907,3.60758113861084,1.0
1,8,0.5709834098815918,0.6230962872505188,0.5970398187637329,0.48931223154067993,3.733213186264038,1.0
1,9,0.5626090168952942,0.6145946383476257,0.58860182762146,0.4823967516422272,3.676889657974243,1.0
1,10,0.6050693392753601,0.6518925428390503,0.6284809112548828,0.5150802135467529,3.6877174377441406,1.0
1,11,0.5035676956176758,0.5693670511245728,0.5364673733711243,0.43966925144195557,3.788015842437744,1.0
1,12,0.4810277819633484,0.5790349245071411,0.5300313234329224,0.4343944787979126,3.8430356979370117,1.0
1,13,0.5160442590713501,0.6096659302711487,0.5628551244735718,0.4612956941127777,3.5846245288848877,1.0
1,14,0.5407006144523621,0.5676479339599609,0.5541743040084839,0.4541811943054199,3.4185290336608887,1.0
1,15,0.5434715151786804,0.660440981388092,0.6019562482833862,0.4933415651321411,3.7437238693237305,1.0
1,16,0.5598010420799255,0.602270245552063,0.5810356140136719,0.476195752620697,4.087439060211182,1.0
1,17,0.580043375492096,0.6273216605186462,0.6036825180053711,0.4947563409805298,3.567615032196045,1.0
1,18,0.5914492607116699,0.6392391920089722,0.615344226360321,0.5043138265609741,3.377941131591797,1.0
1,19,0.5374071598052979,0.6227031350135803,0.5800551176071167,0.4753921926021576,3.6579089164733887,1.0
1,20,0.500287652015686,0.6056342720985413,0.552960991859436,0.4531868100166321,3.7275962829589844,1.0
1,21,0.5693777799606323,0.590282678604126,0.5798302292823792,0.4752078652381897,3.641524314880371,1.0
1,22,0.5587481260299683,0.6590752005577087,0.6089116334915161,0.49904194474220276,3.6907217502593994,1.0
1,23,0.6437647938728333,0.6758162975311279,0.6597905158996582,0.540740430355072,3.7914235591888428,1.0
1,24,0.624611496925354,0.6981220245361328,0.6613667607307434,0.5420322418212891,4.452681541442871,1.0
1,25,0.6753842234611511,0.7143685817718506,0.6948764324188232,0.5694955587387085,4.126592636108398,1.0
1,26,0.5529859662055969,0.616115152835846,0.5845505595207214,0.47907647490501404,3.5173819065093994,1.0
1,27,0.5980285406112671,0.6407777070999146,0.6194031238555908,0.5076403617858887,3.9683241844177246,1.0
1,28,0.5687181353569031,0.5981325507164001,0.5834253430366516,0.4781543016433716,3.8664684295654297,1.0
1,29,0.5504090189933777,0.6667656302452087,0.6085873246192932,0.4987761378288269,3.584266424179077,1.0
1,30,0.47959670424461365,0.5296130180358887,0.5046048760414124,0.41355589032173157,4.09890079498291,1.0
1,31,0.5316436886787415,0.6203331351280212,0.5759884119033813,0.4720592498779297,3.699578285217285,1.0
1,32,0.6432426571846008,0.6902482509613037,0.6667454242706299,0.5464404225349426,3.686267852783203,1.0
2,1183,0.20100773870944977,0.22371676564216614,0.21236225962638855,0.1740444153547287,0.2559569776058197,1.0
3,2365,0.1750890463590622,0.2100936323404312,0.1925913393497467,0.15784089267253876,0.18019035458564758,1.0
4,3547,0.16926541924476624,0.18598799407482147,0.17762669920921326,0.14557641744613647,0.15745878219604492,1.0
5,4729,0.15535686910152435,0.1831347793340683,0.16924582421779633,0.13870775699615479,0.21451923251152039,1.0
6,5911,0.1375519335269928,0.18134765326976776,0.15944978594779968,0.13067927956581116,0.14198285341262817,1.0
7,7093,0.1692991554737091,0.16146259009838104,0.16538086533546448,0.135540172457695,0.1439509391784668,1.0
8,8275,0.12549054622650146,0.14739380776882172,0.1364421844482422,0.11182307451963425,0.12256123125553131,1.0
9,9457,0.13745833933353424,0.13575227558612823,0.13660530745983124,0.11195676773786545,0.12106817960739136,1.0
10,10639,0.14187635481357574,0.14645005762577057,0.14416320621967316,0.11815094947814941,0.1266571581363678,1.0
