epoch,global_step,DS_active_ratio,SD_active_ratio,DS_gate_mean,SD_gate_mean,DS_M0,SD_M0,DS_mass_ratio,SD_mass_ratio,DS_linear_ratio,SD_linear_ratio,DS_SRMD_factor,SD_SRMD_factor,DS_L_RE,SD_L_RE,DS_L_RMD,SD_L_RMD
1,23,1.0,1.0,4.937436103820801,5.364130020141602,5.080983832478523,5.612510189414024,0.9717478156089783,0.9557451009750366,0.9717478156089783,0.9557451009750366,0.9857727289199829,0.9776221513748169,0.5855544805526733,0.6314614415168762,0.5772236585617065,0.6173306703567505
1,24,1.0,1.0,5.556648254394531,5.968329429626465,5.080983832478523,5.612510189414024,1.0936163663864136,1.0633972883224487,1.0936163663864136,1.0633972883224487,1.0457611083984375,1.0312116146087646,0.5879043936729431,0.6359800696372986,0.6148075461387634,0.6558300256729126
1,25,0.96875,1.0,5.4293694496154785,6.127499580383301,5.080983832478523,5.612510189414024,1.0685663223266602,1.0917571783065796,1.0685663223266602,1.0917571783065796,1.033714771270752,1.0448718070983887,0.6482812762260437,0.6755742430686951,0.6701379418373108,0.7058885097503662
1,26,1.0,1.0,5.764937400817871,6.603653907775879,5.080983832478523,5.612510189414024,1.1346101760864258,1.1765952110290527,1.1346101760864258,1.1765952110290527,1.065180778503418,1.0847097635269165,0.5346918106079102,0.6139400601387024,0.5695434212684631,0.6659467816352844
1,27,1.0,1.0,5.233860015869141,5.737637042999268,5.080983832478523,5.612510189414024,1.0300875902175903,1.022294044494629,1.0300875902175903,1.022294044494629,1.0149322748184204,1.0110856294631958,0.571002185344696,0.6198157668113708,0.5795285701751709,0.6266868114471436
1,28,1.0,1.0,5.412054061889648,6.209771633148193,5.080983832478523,5.612510189414024,1.0651583671569824,1.106415867805481,1.0651583671569824,1.106415867805481,1.0320651531219482,1.0518630743026733,0.5819241404533386,0.6356189846992493,0.6005836129188538,0.6685841679573059
1,29,1.0,1.0,5.306035995483398,5.823695182800293,5.080983832478523,5.612510189414024,1.0442928075790405,1.0376273393630981,1.0442928075790405,1.0376273393630981,1.0219064950942993,1.0186399221420288,0.5670161843299866,0.6556869745254517,0.5794374942779541,0.6679089069366455
1,30,1.0,1.0,5.325394630432129,5.6928911209106445,5.080983832478523,5.612510189414024,1.0481027364730835,1.0143215656280518,1.0481027364730835,1.0143215656280518,1.0237689018249512,1.007135272026062,0.5407610535621643,0.6213616728782654,0.5536143779754639,0.6257952451705933
1,31,1.0,1.0,5.117213726043701,5.578624248504639,5.080983832478523,5.612510189414024,1.0071302652359009,0.9939622282981873,1.0071302652359009,0.9939622282981873,1.0035587549209595,0.9969765543937683,0.534033477306366,0.617363691329956,0.5359339714050293,0.6154971122741699
1,32,1.0,1.0,4.302091598510742,4.860464096069336,5.080983832478523,5.612510189414024,0.8467042446136475,0.8660052418708801,0.8467042446136475,0.8660052418708801,0.9201653599739075,0.9305940270423889,0.6298993229866028,0.6904338002204895,0.5796115398406982,0.6425135731697083
2,1183,0.8125,0.78125,1.0738413333892822,1.104431390762329,5.080983832478523,5.612510189414024,0.2113451063632965,0.1967802494764328,0.2113451063632965,0.1967802494764328,0.4597228467464447,0.4435991942882538,0.2203131467103958,0.2543801963329315,0.1012829840183258,0.1128428503870964
3,2365,0.6875,0.625,0.5206570625305176,0.560447633266449,5.080983832478523,5.612510189414024,0.10247167944908142,0.09985683858394623,0.10247167944908142,0.09985683858394623,0.3201119899749756,0.3160013258457184,0.20201531052589417,0.2412969022989273,0.06466752290725708,0.07625014334917068
4,3547,0.59375,0.59375,0.44076478481292725,0.544632613658905,5.080983832478523,5.612510189414024,0.0867478996515274,0.09703902155160904,0.0867478996515274,0.09703902155160904,0.2945299744606018,0.3115108609199524,0.1802901178598404,0.21106140315532684,0.053100842982530594,0.06574791669845581
5,4729,0.53125,0.375,0.40394702553749084,0.34199368953704834,5.080983832478523,5.612510189414024,0.07950171083211899,0.060934167355298996,0.07950171083211899,0.060934167355298996,0.28196048736572266,0.246848464012146,0.18228588998317719,0.21988779306411743,0.0513974167406559,0.054278962314128876
6,5911,0.53125,0.40625,0.36904504895210266,0.24938857555389404,5.080983832478523,5.612510189414024,0.07263258099555969,0.044434402137994766,0.07263258099555969,0.044434402137994766,0.2695043385028839,0.21079468727111816,0.16347001492977142,0.20124681293964386,0.04405587911605835,0.04242175817489624
7,7093,0.375,0.3125,0.202608123421669,0.2033075988292694,5.080983832478523,5.612510189414024,0.039875756949186325,0.03622400015592575,0.039875756949186325,0.03622400015592575,0.19968914985656738,0.1903260350227356,0.16350975632667542,0.17371106147766113,0.03265112265944481,0.033061739057302475
8,8275,0.34375,0.375,0.21502694487571716,0.21762403845787048,5.080983832478523,5.612510189414024,0.04231993108987808,0.03877480700612068,0.04231993108987808,0.03877480700612068,0.20571808516979218,0.1969131976366043,0.16394883394241333,0.21846576035022736,0.033727239817380905,0.04301879182457924
9,9457,0.375,0.4375,0.29120588302612305,0.34745651483535767,5.080983832478523,5.612510189414024,0.05731287971138954,0.06190749630331993,0.05731287971138954,0.06190749630331993,0.23940108716487885,0.24881216883659363,0.14776308834552765,0.16640885174274445,0.03537464514374733,0.04140454903244972
10,10639,0.34375,0.375,0.12672683596611023,0.1232760101556778,5.080983832478523,5.612510189414024,0.02494139038026333,0.021964501589536667,0.02494139038026333,0.021964501589536667,0.1579284369945526,0.1482042521238327,0.1634545475244522,0.1584721952676773,0.025814121589064598,0.02348625287413597
