epoch,global_step,DS_active_ratio,SD_active_ratio,DS_gate_mean,SD_gate_mean,DS_M0,SD_M0,DS_mass_ratio,SD_mass_ratio,DS_linear_ratio,SD_linear_ratio,DS_SRMD_factor,SD_SRMD_factor,DS_L_RE,SD_L_RE,DS_L_RMD,SD_L_RMD
1,1,1.0,1.0,5.110829830169678,5.574420928955078,5.080983832478523,5.612510189414024,1.0058737993240356,0.9932132959365845,1.0058737993240356,0.9932132959365845,1.0029325485229492,0.996600866317749,0.49287936091423035,0.5577915906906128,0.4943247437477112,0.5558955669403076
1,2,1.0,1.0,4.525489330291748,5.332612991333008,5.080983832478523,5.612510189414024,0.8906716108322144,0.9501295685768127,0.8906716108322144,0.9501295685768127,0.9437540173530579,0.9747459292411804,0.5956178307533264,0.6796503663063049,0.5621167421340942,0.6624864339828491
1,3,1.0,1.0,5.493688583374023,5.893550872802734,5.080983832478523,5.612510189414024,1.081225037574768,1.0500737428665161,1.081225037574768,1.0500737428665161,1.0398197174072266,1.0247310400009155,0.5310408473014832,0.6098900437355042,0.5521867275238037,0.6249732375144958
1,4,1.0,1.0,5.384306907653809,6.003712177276611,5.080983832478523,5.612510189414024,1.0596973896026611,1.0697015523910522,1.0596973896026611,1.0697015523910522,1.0294160842895508,1.0342637300491333,0.5608508586883545,0.606550395488739,0.5773488879203796,0.6273330450057983
1,5,1.0,1.0,5.4372100830078125,6.291542053222656,5.080983832478523,5.612510189414024,1.070109486579895,1.1209851503372192,1.070109486579895,1.1209851503372192,1.0344610214233398,1.0587658882141113,0.5664095282554626,0.6033416986465454,0.5859285593032837,0.6387975811958313
1,6,1.0,1.0,4.793942451477051,5.372997283935547,5.080983832478523,5.612510189414024,0.9435064792633057,0.9573249816894531,0.9435064792633057,0.9573249816894531,0.9713426232337952,0.9784298539161682,0.5437486171722412,0.620319128036499,0.5281662344932556,0.6069387793540955
1,7,1.0,1.0,4.938503742218018,5.374758720397949,5.080983832478523,5.612510189414024,0.9719579219818115,0.9576388597488403,0.9719579219818115,0.9576388597488403,0.9858792424201965,0.9785902500152588,0.5360255837440491,0.6039284467697144,0.5284565091133118,0.5909984707832336
1,8,1.0,1.0,5.254735946655273,5.8077898025512695,5.080983832478523,5.612510189414024,1.0341962575912476,1.034793496131897,1.0341962575912476,1.034793496131897,1.0169544219970703,1.0172480344772339,0.5847421884536743,0.6743664145469666,0.5946561694145203,0.6859979033470154
1,9,1.0,1.0,4.885048866271973,4.968345642089844,5.080983832478523,5.612510189414024,0.9614373445510864,0.885226845741272,0.9614373445510864,0.885226845741272,0.9805291295051575,0.9408649206161499,0.5528093576431274,0.59535151720047,0.5420456528663635,0.560145378112793
1,10,1.0,1.0,5.2171220779418945,5.723945140838623,5.080983832478523,5.612510189414024,1.026793360710144,1.0198545455932617,1.026793360710144,1.0198545455932617,1.0133081674575806,1.0098785161972046,0.5684957504272461,0.647472083568573,0.5760613679885864,0.6538681387901306
1,11,1.0,1.0,4.45668363571167,5.137276649475098,5.080983832478523,5.612510189414024,0.877129852771759,0.9153258800506592,0.877129852771759,0.9153258800506592,0.936552107334137,0.9567266702651978,0.5224699378013611,0.5922906994819641,0.489320307970047,0.5666602849960327
