epoch,global_step,DS_active_ratio,SD_active_ratio,DS_gate_mean,SD_gate_mean,DS_M0,SD_M0,DS_mass_ratio,SD_mass_ratio,DS_L_RE,SD_L_RE,DS_L_RMD,SD_L_RMD
1,32,1.0,1.0,4.281462669372559,4.840565204620361,5.080983832478523,5.612510189414024,0.842644214630127,0.8624597787857056,0.6060550212860107,0.6632540822029114,0.5106887817382812,0.5720299482345581
2,1183,0.8125,0.8125,1.1427955627441406,1.1754400730133057,5.080983832478523,5.612510189414024,0.22491614520549774,0.20943211019039154,0.23658248782157898,0.27346864342689514,0.05321121960878372,0.05727311596274376
3,2365,0.71875,0.65625,0.5943711996078491,0.6375641226768494,5.080983832478523,5.612510189414024,0.11697951704263687,0.11359694600105286,0.22579650580883026,0.2743653655052185,0.0264135655015707,0.03116706758737564
4,3547,0.5,0.53125,0.3637028932571411,0.47696012258529663,5.080983832478523,5.612510189414024,0.07158117741346359,0.08498159050941467,0.20891688764095306,0.24277609586715698,0.014954516664147377,0.020631499588489532
5,4729,0.53125,0.375,0.40171048045158386,0.3270130157470703,5.080983832478523,5.612510189414024,0.07906153798103333,0.05826500803232193,0.2055252194404602,0.2572655975818634,0.016249140724539757,0.014989581890404224
6,5911,0.5625,0.4375,0.40735119581222534,0.24678704142570496,5.080983832478523,5.612510189414024,0.08017169684171677,0.043970875442028046,0.19312548637390137,0.24759633839130402,0.015483197756111622,0.010887027718126774
7,7093,0.375,0.3125,0.27515965700149536,0.21371176838874817,5.080983832478523,5.612510189414024,0.054154783487319946,0.03807774558663368,0.1968255639076233,0.2146637737751007,0.010659045539796352,0.008173912763595581
8,8275,0.375,0.46875,0.29263824224472046,0.24034325778484344,5.080983832478523,5.612510189414024,0.05759478360414505,0.04282276704907417,0.19627410173416138,0.26320549845695496,0.011304364539682865,0.011271188035607338
9,9457,0.4375,0.40625,0.3173980414867401,0.34752118587493896,5.080983832478523,5.612510189414024,0.06246781721711159,0.061919018626213074,0.16918981075286865,0.20451562106609344,0.010568917728960514,0.012663406319916248
10,10639,0.34375,0.3125,0.15462057292461395,0.1422387957572937,5.080983832478523,5.612510189414024,0.030431218445301056,0.025343164801597595,0.19964440166950226,0.18515364825725555,0.006075422279536724,0.004692379385232925
