epoch,global_step,DS_active_ratio,SD_active_ratio,DS_gate_mean,SD_gate_mean,DS_M0,SD_M0,DS_mass_ratio,SD_mass_ratio,DS_L_RE,SD_L_RE,DS_L_RMD,SD_L_RMD
1,1,1.0,1.0,5.106426239013672,5.548356533050537,5.080983832478523,5.612510189414024,1.0050071477890015,0.9885693192481995,0.5117367506027222,0.5765961408615112,0.5142990946769714,0.5700052380561829
1,2,1.0,1.0,4.523509979248047,5.327697277069092,5.080983832478523,5.612510189414024,0.8902820944786072,0.9492537379264832,0.6063634753227234,0.6901659369468689,0.5398345589637756,0.655142605304718
1,3,1.0,1.0,5.548805236816406,5.913478851318359,5.080983832478523,5.612510189414024,1.0920727252960205,1.0536243915557861,0.5101538300514221,0.5885190367698669,0.5571250915527344,0.6200780272483826
1,4,1.0,1.0,5.3984222412109375,5.976184844970703,5.080983832478523,5.612510189414024,1.062475562095642,1.0647969245910645,0.5721127390861511,0.6205586791038513,0.6078557968139648,0.660768985748291
1,5,1.0,1.0,5.399623870849609,6.27553653717041,5.080983832478523,5.612510189414024,1.0627119541168213,1.1181334257125854,0.570246696472168,0.6059057116508484,0.606007993221283,0.6774834394454956
1,6,1.0,1.0,4.776397228240967,5.316802978515625,5.080983832478523,5.612510189414024,0.940053403377533,0.9473126530647278,0.5395554900169373,0.6201604008674622,0.5072109699249268,0.5874857902526855
1,7,1.0,1.0,4.901257514953613,5.3742828369140625,5.080983832478523,5.612510189414024,0.9646273851394653,0.957554042339325,0.529543399810791,0.596831202507019,0.5108120441436768,0.5714981555938721
1,8,1.0,1.0,5.328526496887207,5.857003211975098,5.080983832478523,5.612510189414024,1.0487191677093506,1.0435619354248047,0.5696117281913757,0.6568793654441833,0.597362756729126,0.6854943037033081
1,9,1.0,1.0,4.892124652862549,4.955056667327881,5.080983832478523,5.612510189414024,0.9628299474716187,0.8828591108322144,0.5459832549095154,0.5869490504264832,0.5256890058517456,0.5181933045387268
1,10,1.0,1.0,5.173149108886719,5.7366485595703125,5.080983832478523,5.612510189414024,1.0181390047073364,1.0221179723739624,0.5542093515396118,0.6305631995201111,0.5642621517181396,0.6445099711418152
