epoch,global_step,DS_active_ratio,SD_active_ratio,DS_gate_mean,SD_gate_mean,DS_M0,SD_M0,DS_mass_ratio,SD_mass_ratio,DS_L_RE,SD_L_RE,DS_L_RMD,SD_L_RMD
1,11,1.0,1.0,4.4519548416137695,5.117183685302734,5.080983832478523,5.612510189414024,0.8761991262435913,0.9117458462715149,0.523444652557373,0.5919556617736816,0.45864173769950867,0.5397131443023682
1,12,1.0,1.0,5.128757476806641,5.833254814147949,5.080983832478523,5.612510189414024,1.0094021558761597,1.0393306016921997,0.6008203029632568,0.677600085735321,0.6064693331718445,0.7042505145072937
1,13,0.9375,1.0,4.62977409362793,4.975307464599609,5.080983832478523,5.612510189414024,0.9111961722373962,0.8864672780036926,0.5651042461395264,0.6140876412391663,0.5149208307266235,0.5443686246871948
1,14,1.0,1.0,5.288759231567383,5.742452621459961,5.080983832478523,5.612510189414024,1.040892481803894,1.0231521129608154,0.6024615168571472,0.6754975914955139,0.6270976662635803,0.6911367774009705
1,15,1.0,1.0,5.424472808837891,5.807061195373535,5.080983832478523,5.612510189414024,1.0676026344299316,1.0346636772155762,0.6321243643760681,0.6698060035705566,0.6748576164245605,0.6930239200592041
1,16,1.0,1.0,5.732358455657959,5.551773548126221,5.080983832478523,5.612510189414024,1.128198266029358,0.9891781806945801,0.584406852722168,0.6642240881919861,0.6593267917633057,0.6570359468460083
1,17,1.0,1.0,5.156487941741943,6.158364295959473,5.080983832478523,5.612510189414024,1.014859914779663,1.0972564220428467,0.563140332698822,0.6392362117767334,0.571508526802063,0.7014060616493225
1,18,1.0,1.0,5.149478912353516,5.7873358726501465,5.080983832478523,5.612510189414024,1.0134804248809814,1.03114914894104,0.5491020679473877,0.5884929895401001,0.5565041899681091,0.6068240404129028
1,19,1.0,1.0,5.095109939575195,5.756702423095703,5.080983832478523,5.612510189414024,1.0027799606323242,1.025691032409668,0.5693544149398804,0.6227014660835266,0.5709372162818909,0.6386992931365967
1,20,1.0,1.0,4.7827653884887695,5.246301174163818,5.080983832478523,5.612510189414024,0.9413067102432251,0.9347511529922485,0.5779308676719666,0.6510065197944641,0.5440102219581604,0.6085290908813477
1,21,1.0,1.0,4.642511367797852,5.197081565856934,5.080983832478523,5.612510189414024,0.9137030243873596,0.9259815216064453,0.5166867971420288,0.5956614017486572,0.47209829092025757,0.5515714287757874
1,22,0.9375,1.0,4.809336185455322,5.082622051239014,5.080983832478523,5.612510189414024,0.9465361833572388,0.9055878520011902,0.5778614282608032,0.6164111495018005,0.5469667315483093,0.5582144260406494
1,23,1.0,1.0,5.188623428344727,5.719127178192139,5.080983832478523,5.612510189414024,1.0211845636367798,1.0189961194992065,0.5371402502059937,0.5986403226852417,0.5485193133354187,0.6100121736526489
1,24,1.0,1.0,4.815934181213379,5.452740669250488,5.080983832478523,5.612510189414024,0.9478347301483154,0.9715331196784973,0.5276613831520081,0.5940266251564026,0.5001357793807983,0.5771165490150452
1,25,1.0,1.0,5.167670726776123,5.750405311584473,5.080983832478523,5.612510189414024,1.0170607566833496,1.024569034576416,0.5518378019332886,0.630858302116394,0.5612525939941406,0.6463578939437866
1,26,1.0,1.0,4.938868045806885,5.877126693725586,5.080983832478523,5.612510189414024,0.9720296263694763,1.0471473932266235,0.5900453329086304,0.6396921873092651,0.573541522026062,0.6698520183563232
1,27,1.0,1.0,4.6737775802612305,5.654458045959473,5.080983832478523,5.612510189414024,0.9198565483093262,1.0074738264083862,0.5069463849067688,0.5707885026931763,0.46631795167922974,0.5750544667243958
1,28,1.0,1.0,5.370380401611328,5.786513328552246,5.080983832478523,5.612510189414024,1.0569565296173096,1.0310025215148926,0.5417953133583069,0.623115599155426,0.5726540684700012,0.642433762550354
1,29,1.0,1.0,5.858736515045166,6.1874237060546875,5.080983832478523,5.612510189414024,1.1530709266662598,1.1024340391159058,0.5627322793006897,0.6357895731925964,0.6488702297210693,0.700916051864624
1,30,1.0,1.0,5.514810085296631,5.686800956726074,5.080983832478523,5.612510189414024,1.085382103919983,1.013236403465271,0.5347695350646973,0.585768461227417,0.5804292559623718,0.5935219526290894
1,31,1.0,1.0,5.085267066955566,5.68917179107666,5.080983832478523,5.612510189414024,1.0008426904678345,1.013658881187439,0.5642331838607788,0.6468316316604614,0.5647086501121521,0.6556666493415833
1,32,1.0,1.0,4.938348770141602,5.20241641998291,5.080983832478523,5.612510189414024,0.9719274044036865,0.9269320368766785,0.5956951379776001,0.6800907850265503,0.5789724588394165,0.6303979158401489
2,1183,0.96875,0.90625,1.11751389503479,1.1026242971420288,5.080983832478523,5.612510189414024,0.2199403941631317,0.19645828008651733,0.24442936480045319,0.26329752802848816,0.05375989153981209,0.05172697827219963
3,2365,0.53125,0.65625,0.561245322227478,0.6609821319580078,5.080983832478523,5.612510189414024,0.11045993864536285,0.11776941269636154,0.21543601155281067,0.23357495665550232,0.0237970482558012,0.02750798501074314
4,3547,0.5625,0.65625,0.414887011051178,0.44348105788230896,5.080983832478523,5.612510189414024,0.08165483921766281,0.07901651412248611,0.21077117323875427,0.2425646036863327,0.01721048541367054,0.0191666092723608
5,4729,0.46875,0.5,0.47407448291778564,0.3476964831352234,5.080983832478523,5.612510189414024,0.09330365806818008,0.06195025146007538,0.20267772674560547,0.2491355538368225,0.018910573795437813,0.015434009954333305
6,5911,0.59375,0.53125,0.5669342279434204,0.5353556275367737,5.080983832478523,5.612510189414024,0.11157958954572678,0.09538611024618149,0.19581423699855804,0.24040885269641876,0.021848872303962708,0.022931665182113647
7,7093,0.40625,0.34375,0.322713166475296,0.26954883337020874,5.080983832478523,5.612510189414024,0.06351389735937119,0.048026423901319504,0.20694735646247864,0.23613351583480835,0.013144033029675484,0.01134064793586731
8,8275,0.4375,0.4375,0.32705849409103394,0.2014293223619461,5.080983832478523,5.612510189414024,0.06436911225318909,0.035889338701963425,0.18366850912570953,0.1985272318124771,0.011822578497231007,0.007125011179596186
9,9457,0.375,0.28125,0.21818751096725464,0.22133727371692657,5.080983832478523,5.612510189414024,0.04294196888804436,0.03943640738725662,0.18359193205833435,0.2512449622154236,0.007883799262344837,0.00990819837898016
10,10639,0.4375,0.5625,0.34062090516090393,0.37816905975341797,5.080983832478523,5.612510189414024,0.06703835725784302,0.0673796534538269,0.20603884756565094,0.21733520925045013,0.013812505640089512,0.014643970876932144
