epoch,global_step,l_re_ds,l_re_sd,l_rmd_ds,l_rmd_sd,l_rmd_total,weighted_rmd,total_loss
1,1,0.537468433380127,0.5883774161338806,0.5084785223007202,0.5626646876335144,0.5355715751647949,0.42829179763793945,3.765773296356201
1,2,0.5609214305877686,0.6438408493995667,0.5295423269271851,0.5994247198104858,0.5644835233688354,0.4514124393463135,3.406343460083008
1,3,0.5662539601325989,0.6480395197868347,0.5507494807243347,0.6428332328796387,0.5967913866043091,0.47724875807762146,3.9686551094055176
1,4,0.5421323776245117,0.5870173573493958,0.5271937251091003,0.573635458946228,0.5504145622253418,0.4401616156101227,3.6135880947113037
1,5,0.5473806858062744,0.5991408228874207,0.5240384936332703,0.5912626385688782,0.5576505661010742,0.44594818353652954,3.3517913818359375
1,6,0.5691946148872375,0.6202254891395569,0.5512301921844482,0.6122703552246094,0.5817502737045288,0.46522051095962524,4.093662261962891
1,7,0.5452035665512085,0.5979247093200684,0.5122738480567932,0.5983564853668213,0.5553151369094849,0.44408056139945984,3.571331024169922
1,8,0.541608989238739,0.5922214984893799,0.5572431087493896,0.5829566121101379,0.5700998306274414,0.4559037387371063,3.7010786533355713
1,9,0.5733166933059692,0.6328736543655396,0.5896011590957642,0.6402290463447571,0.614915132522583,0.4917421340942383,3.685887098312378
1,10,0.5853768587112427,0.6534650325775146,0.5740104913711548,0.6367568373680115,0.6053836345672607,0.48411989212036133,3.6523146629333496
1,11,0.5110635757446289,0.5736244916915894,0.49228435754776,0.5593405961990356,0.5258125066757202,0.42048758268356323,3.774447441101074
1,12,0.5112191438674927,0.5825332999229431,0.5099070072174072,0.596984326839447,0.5534456968307495,0.4425855875015259,3.8478803634643555
1,13,0.5376624464988708,0.6213732957839966,0.5452783703804016,0.618816077709198,0.5820472240447998,0.4654579758644104,3.5887396335601807
1,14,0.5680340528488159,0.6124396324157715,0.5262777805328369,0.5928722023963928,0.5595749616622925,0.44748711585998535,3.409769058227539
1,15,0.5666555166244507,0.6436623334884644,0.5626279711723328,0.6444915533065796,0.6035597324371338,0.48266133666038513,3.7366716861724854
1,16,0.566361129283905,0.6499754786491394,0.5519935488700867,0.6434130668640137,0.5977033376693726,0.47797802090644836,4.090967178344727
1,17,0.5959012508392334,0.6497660875320435,0.5493447780609131,0.6244744062423706,0.5869095921516418,0.46934637427330017,3.5427072048187256
1,18,0.556136429309845,0.5840088725090027,0.5133270025253296,0.5616260766983032,0.5374765396118164,0.4298152029514313,3.3086328506469727
1,19,0.602107048034668,0.6479230523109436,0.5832828283309937,0.6364038586616516,0.609843373298645,0.48768630623817444,3.6682870388031006
1,20,0.5360508561134338,0.6249369978904724,0.5381869077682495,0.6129782199859619,0.5755825638771057,0.46028825640678406,3.732785701751709
1,21,0.5365059971809387,0.5730955600738525,0.5198072791099548,0.5784103274345398,0.5491088032722473,0.4391174018383026,3.6065797805786133
1,22,0.6033130884170532,0.709475040435791,0.570111870765686,0.6816065311431885,0.6258592009544373,0.5004940032958984,3.6883010864257812
1,23,0.5855544805526733,0.6314614415168762,0.5772236585617065,0.6173306703567505,0.5972771644592285,0.47763723134994507,3.7306787967681885
1,24,0.5879043936729431,0.6359800696372986,0.6148075461387634,0.6558300256729126,0.6353187561035156,0.5080587267875671,4.418677806854248
1,25,0.6482812762260437,0.6755742430686951,0.6701379418373108,0.7058885097503662,0.6880131959915161,0.5501980185508728,4.107271671295166
1,26,0.5346918106079102,0.6139400601387024,0.5695434212684631,0.6659467816352844,0.6177451014518738,0.4940052628517151,3.532956123352051
1,27,0.571002185344696,0.6198157668113708,0.5795285701751709,0.6266868114471436,0.6031076908111572,0.4822998344898224,3.9446489810943604
1,28,0.5819241404533386,0.6356189846992493,0.6005836129188538,0.6685841679573059,0.6345838904380798,0.5074710845947266,3.8947792053222656
1,29,0.5670161843299866,0.6556869745254517,0.5794374942779541,0.6679089069366455,0.6236732006072998,0.4987458884716034,3.5825068950653076
1,30,0.5407610535621643,0.6213616728782654,0.5536143779754639,0.6257952451705933,0.5897048115730286,0.47158166766166687,4.152693271636963
1,31,0.534033477306366,0.617363691329956,0.5359339714050293,0.6154971122741699,0.5757155418395996,0.46039459109306335,3.6903395652770996
1,32,0.6298993229866028,0.6904338002204895,0.5796115398406982,0.6425135731697083,0.6110625267028809,0.4886612594127655,3.6274683475494385
2,1183,0.2203131467103958,0.2543801963329315,0.1012829840183258,0.1128428503870964,0.1070629209280014,0.08561726659536362,0.16533997654914856
3,2365,0.20201531052589417,0.2412969022989273,0.06466752290725708,0.07625014334917068,0.07045882940292358,0.05634529888629913,0.07249882817268372
4,3547,0.1802901178598404,0.21106140315532684,0.053100842982530594,0.06574791669845581,0.05942437797784805,0.04752114415168762,0.05908851698040962
5,4729,0.18228588998317719,0.21988779306411743,0.0513974167406559,0.054278962314128876,0.05283819139003754,0.04225423187017441,0.09608233720064163
6,5911,0.16347001492977142,0.20124681293964386,0.04405587911605835,0.04242175817489624,0.043238818645477295,0.03457769751548767,0.04590538889169693
7,7093,0.16350975632667542,0.17371106147766113,0.03265112265944481,0.033061739057302475,0.03285643085837364,0.026274994015693665,0.035225868225097656
8,8275,0.16394883394241333,0.21846576035022736,0.033727239817380905,0.04301879182457924,0.03837301582098007,0.03068655915558338,0.041250716894865036
9,9457,0.14776308834552765,0.16640885174274445,0.03537464514374733,0.04140454903244972,0.038389597088098526,0.030699819326400757,0.03957775980234146
10,10639,0.1634545475244522,0.1584721952676773,0.025814121589064598,0.02348625287413597,0.02465018630027771,0.019712533801794052,0.028127264231443405
